,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
0,0,4.915791036964278,0.3796164039871687,3.08770690737085,0.21420607530413063,4.315387022096085,-0.13345491241026708,3.5874452672015003,1.6923342950983813,3.8491931436815627,5.831232955373913,4.014466644947877,3.232267888945175,2.582425628880259,3.0219907356482936,5.045790186144592,5.894606362720349,2.6510971417198412,8.63042612688698,2.360528643413704,0.7005802655276177
1,3,5.755599070675111,0.6192688938907684,6.041605255914934,6.7286042474394785,6.078772958903457,2.2595298248012448,1.663622654241132,5.928244844433306,4.417951891091534,2.493724907054188,4.2906927012269325,6.392555341110209,4.17655308710721,4.158494294921484,6.412119030933096,2.4496338354265057,2.926946823316172,7.259752807689785,5.593872107457493,3.3362331445134714
2,1,-2.149457116480662,0.9324049560388759,0.27126261585463757,1.6944401950064096,0.7165563627792746,1.1848765526950678,0.5799559956733008,5.446527076655043,3.124240250473917,-1.806737196198114,2.912641923687045,-0.23669188856567444,7.059126969744191,1.8955453098044046,0.3262423663389651,1.1543948233883767,0.6756668423645367,1.9514355552614886,-2.3323107389693045,1.0779477707736822
3,3,8.309167686818153,5.227318228420297,5.987414799976471,3.0707452512546265,3.4363922812393586,7.815927562737495,3.6988996164250483,5.117995355591305,3.541607062520241,8.866788097890746,5.501748143050203,3.6605196021287036,1.8198433010677344,7.894024202861393,5.190989221083515,6.083663087899761,8.488811540073653,9.504842903469678,7.85643619841832,5.0032723772753345
4,4,7.730856383400456,5.21968066591405,6.050650207947382,6.387645155266469,5.461420326790022,1.8708623825582482,8.32438394363146,6.746648377362024,3.6794288595118823,5.756542515067824,7.397051374277301,5.2073432262337915,6.738184037317766,6.537296838528119,8.703594605534708,4.102338793024592,9.46208643104983,12.810527048834754,6.883712820086191,3.3964717015077754
5,0,2.2125801168018215,4.491145768468237,1.3513704464010254,1.9110675298769542,1.0696553564794342,-1.467914270948582,2.745214484368056,2.8876432529658773,0.6524549408329336,3.436310475360368,-1.5884720011523883,1.76552269196365,2.408295791857055,1.7364749314603032,0.7983498275415013,0.8584235511694734,0.6605498516103232,2.7429809855365828,1.915883573248627,-0.10241504139040768
6,0,-4.4035227082500645,-6.795267296038239,-9.93921173771506,-9.692131215443284,-8.223591003921035,-6.513434276548742,-2.4495959984788573,-10.814406921019383,-9.55393783739496,-3.945647856360548,-4.141254049703234,-10.189903008530498,-2.722965018030037,-9.772743771208729,-6.835675237628651,-4.910287171003296,-2.2071498565878445,-4.903511782413823,-8.934164562830137,-5.315227819779495
7,1,5.253047859837692,9.519600430995608,9.69001925004666,11.399760881757638,8.65045279077874,8.624549701904103,5.822889866792452,14.501079213837565,10.452722386366618,3.491207323057459,6.8552172429576075,10.183517635265588,10.806051628089426,8.60650555382625,4.79278495787201,8.836515947178768,4.431431851415358,5.1258310998281695,7.417914927294094,7.520427079683967
8,4,-3.0853790957508065,-5.6603723267082895,-6.6771874376747435,-7.502549848908143,-7.556984406993202,-6.568505529277985,1.542071000269901,-8.644196353004595,-6.142819062458519,-5.112824607975527,0.1404441811307999,-5.212240442123421,-4.098869181493182,-5.301225774688541,-1.2315011441698267,-4.038039934458761,2.206250883483817,-0.9757563415969882,-5.027471240028171,-3.7581689248953842
9,4,8.308017911063672,3.504843220532474,7.698040330401639,7.419261974926549,6.978737618001349,7.23463946497509,2.6928116650054554,6.484935403468971,2.690354333951048,2.6740398177404914,3.232960767289936,5.555663189193201,3.947023753070883,4.236173208376981,5.310056140474948,2.113461214004523,4.783701366600758,6.935151393344149,7.41216694569403,4.980378005834245
10,1,-4.2977482265282445,0.9453820712550407,-5.085214800665036,-2.8165621458649315,-4.876965216105696,0.22355119394851006,1.2762981238988023,-4.72496497920777,0.22359189948050634,-2.6367732621660536,2.1329383573297536,0.10928337025257351,0.1125301043177008,-3.8414393745942212,-6.578259795489093,1.6242768052565033,-3.5822607660106076,-4.045897130296911,-2.0241037282407293,-0.08124890560117323
11,4,1.5714117018158351,1.1939798534081516,1.0783842371816208,3.544667577306732,2.394173888539873,0.6424360002688243,1.8562534167404712,1.8287056203646823,0.002537548516222673,1.3522274064948645,1.8884168206215102,2.530356980042831,-1.073723245013044,2.6274395906780526,3.3564555009214567,-0.5036791683567239,2.2221771136913095,2.842756005269176,1.7607505030486785,-0.07523413796798352
12,0,-4.070596649685966,1.6628646247519379,-3.699711895685063,-3.4236980102645678,-0.6898233163322965,-0.48247898899592195,-3.129174466901364,-2.827262060231286,-1.3408834501211198,-2.6937205279186682,-5.3498425157643235,-0.8902664362725387,0.1668649665892418,-4.662000511231662,-8.705226413683002,0.06056397651019077,-7.389176554939519,-7.870016524828402,-4.857610645392036,0.38658320297586024
13,3,4.294633316096055,7.516349379360623,7.750400937236088,3.6551914121301414,0.536661353075455,11.058402161276362,3.3707396752925782,7.316999575636506,7.43346366969143,1.8197158609448822,3.936745399362588,2.4561489328593327,5.820946715990659,5.088070019704178,-0.026160697129097448,6.365801915005704,7.488846564794887,1.5228769615065503,4.48505588524049,9.680677132534043
14,4,5.894071173871211,0.2904945926375566,1.7918027152803124,3.335991376405635,1.66197967361449,1.8748885133340516,1.9978540821144086,-1.0645587063936148,-0.7502903953858222,-1.5032679637737805,2.9841334542319022,1.9858909472976014,4.381267105611767,-5.3601807126712595,0.866874359041002,2.2862614051382772,4.182473785791223,2.980625827196809,1.5756885191082537,5.941229315511538
15,3,-7.755170957534394,-5.072855245467283,-8.976448345112399,-6.163991629454507,-3.8166025494529197,-2.1268238748085704,-5.677972043788609,-6.347795364841191,-5.384154020045407,-1.5905685734526929,-1.926535916335361,-8.487000936044161,-3.5498739856178294,-4.754327024219131,-6.053649534759267,-2.8207925898268744,-5.657792564115336,-5.059187826679647,-7.867168007821804,-6.0522643525231965
16,1,1.9344073806508992,1.1656861036023711,0.67918334845831,2.2098331556140782,1.3982311538512133,-0.4526560552104339,-1.2668398633510198,1.8465373706615336,-2.2636729306022114,1.6418398044916382,-3.5889541603366273,-0.026322724215554587,-0.20128763500906796,-1.1804868765889405,0.19922990241254865,-1.4083995610124984,-0.6160098328255659,-0.7866601789039698,1.1850395761992536,-0.49150378555503454
17,3,0.2854181615265712,-3.846140054398132,-4.110202273082727,0.9401485399703253,0.07309718470402955,-2.1509062146530553,-5.4938691968752,-2.821505060591789,-5.4096852460497225,-1.2698237805239003,-1.3327946579324659,-0.4324928962209129,-3.1171949545890487,-0.9374965771561903,0.3996701580352281,-3.4853426414576463,-3.2578815994446875,0.09916169785993009,0.4983595943321956,-3.654271649813076
18,3,5.7341280813339734,-0.45308054551214344,6.756368600240459,7.092565524082476,5.916166624943278,4.515489277991252,0.6115262811928381,7.670134614245809,4.316782836298568,1.026746744366509,4.2630627269460994,5.212331027283008,5.654863104823958,3.5311338520982956,5.579124172410506,2.9882472315334936,3.0077780226055975,4.893666178174221,4.524606639438085,3.810693001894993
